"ID","Age","Experience","Income","ZIP Code","Family","CCAvg","Education","Mortgage","Personal Loan","Securities Account","CD Account","Online","CreditCard"
2250,41,14,38000,95814,3,1000,"Graduate",150000,"0","0","0","1","0"
2251,46,22,154000,93109,1,5000,"Undergrad",0,"0","0","0","1","0"
2252,31,5,54000,92173,4,2200,"Graduate",0,"0","0","0","0","0"
2253,58,32,41000,95819,3,1400,"Undergrad",0,"0","0","0","1","0"
2254,59,35,25000,95827,2,300,"Undergrad",75000,"0","0","0","1","0"
2255,46,22,53000,90025,2,1700,"Undergrad",109000,"0","0","0","0","0"
2256,33,9,79000,94612,1,100,"Undergrad",0,"0","0","0","1","0"
2257,56,31,13000,94305,4,900,"Graduate",76000,"0","0","1","1","1"
2258,47,23,130000,91763,2,1400,"Undergrad",0,"0","0","0","0","0"
2259,59,33,93000,91320,2,700,"Graduate",0,"0","0","0","0","0"
2260,24,0,82000,90401,3,800,"Undergrad",0,"0","0","0","1","0"
2261,39,14,15000,93561,2,300,"Graduate",92000,"0","0","0","0","0"
2262,30,3,150000,94305,4,5000,"Graduate",0,"1","0","0","1","0"
2263,55,29,131000,95070,2,700,"Graduate",0,"1","0","0","0","1"
2264,47,21,28000,92868,3,1500,"Undergrad",0,"0","0","0","1","0"
2265,35,11,9000,93106,4,700,"Graduate",0,"0","0","0","1","0"
2266,47,23,88000,94305,4,1400,"Graduate",0,"0","0","0","0","0"
2267,38,13,143000,94550,1,4100,"Undergrad",0,"0","0","0","0","0"
2268,38,13,168000,92647,2,1300,"Advanced/Professional",0,"1","0","0","0","0"
2269,27,3,105000,94304,1,3000,"Graduate",0,"1","1","0","0","0"
2270,42,18,62000,94305,3,2100,"Advanced/Professional",0,"0","0","0","1","0"
2271,26,2,51000,92103,4,2600,"Undergrad",0,"0","0","0","1","0"
2272,60,34,101000,94928,3,4400,"Undergrad",0,"0","0","0","1","1"
2273,27,3,90000,91365,3,800,"Undergrad",0,"0","0","0","1","0"
2274,27,1,83000,91775,4,2100,"Advanced/Professional",0,"0","0","0","1","1"
2275,40,15,21000,90034,2,0,"Advanced/Professional",0,"0","0","0","1","0"
2276,40,16,115000,94305,1,3400,"Undergrad",0,"0","0","0","1","0"
2277,29,3,172000,92093,4,4400,"Undergrad",0,"1","0","0","0","0"
2278,30,6,32000,91330,2,1000,"Graduate",0,"0","0","0","0","0"
2279,30,4,204000,91107,2,4500,"Undergrad",0,"0","0","0","1","0"
2280,47,23,34000,91711,4,600,"Undergrad",0,"0","0","1","1","1"
2281,33,7,30000,94920,2,2000,"Advanced/Professional",132000,"0","0","0","0","0"
2282,57,32,31000,95039,3,1300,"Graduate",0,"0","0","0","1","1"
2283,38,14,90000,94110,2,2700,"Undergrad",0,"0","0","0","1","1"
2284,54,28,79000,92677,4,2600,"Advanced/Professional",0,"0","0","0","0","0"
2285,47,23,22000,94901,4,600,"Undergrad",0,"0","0","0","1","1"
2286,48,22,114000,92007,1,2400,"Advanced/Professional",0,"1","0","0","1","0"
2287,62,36,42000,94122,1,500,"Advanced/Professional",128000,"0","0","0","1","0"
2288,30,6,29000,92121,1,200,"Advanced/Professional",90000,"0","0","0","1","0"
2289,35,11,72000,94706,3,2600,"Graduate",0,"0","0","0","1","0"
2290,59,35,68000,93117,1,1800,"Advanced/Professional",95000,"0","0","0","0","0"
2291,38,13,78000,91942,4,700,"Advanced/Professional",0,"0","0","0","1","0"
2292,47,23,90000,95449,1,2700,"Undergrad",323000,"0","0","0","0","0"
2293,57,33,170000,95051,2,2100,"Graduate",0,"1","0","0","0","0"
2294,42,17,14000,91768,2,100,"Graduate",0,"0","0","0","1","0"
2295,39,15,129000,90035,2,1900,"Undergrad",0,"0","0","0","0","0"
2296,53,23,39000,92101,3,1000,"Advanced/Professional",87000,"0","0","0","1","0"
2297,27,3,82000,94305,2,200,"Undergrad",0,"0","0","0","0","1"
2298,59,35,31000,94063,3,400,"Graduate",0,"0","0","0","1","1"
2299,48,24,9000,92630,4,500,"Graduate",0,"0","0","0","0","1"
2300,62,37,15000,94583,3,100,"Advanced/Professional",91000,"0","0","0","0","0"
2301,66,41,70000,93711,3,2200,"Undergrad",0,"0","0","0","0","0"
2302,38,13,84000,93403,4,700,"Advanced/Professional",0,"0","0","0","0","0"
2303,42,17,155000,92806,1,7000,"Undergrad",0,"0","0","0","0","1"
2304,47,21,89000,94720,2,800,"Advanced/Professional",0,"0","0","0","1","1"
2305,27,2,170000,95818,3,4700,"Undergrad",0,"1","0","0","1","0"
2306,32,7,185000,92009,2,6700,"Undergrad",0,"0","0","1","1","1"
2307,37,13,82000,92373,2,2200,"Undergrad",0,"0","0","0","0","0"
2308,56,31,60000,92009,3,1700,"Undergrad",0,"0","0","0","1","0"
2309,39,13,58000,94590,2,2400,"Graduate",0,"0","0","0","1","0"
2310,36,12,29000,94583,1,1330,"Undergrad",81000,"0","0","0","1","0"
2311,32,6,32000,92806,2,300,"Undergrad",0,"0","0","0","0","0"
2312,62,37,115000,90245,4,3400,"Graduate",0,"0","0","0","1","1"
2313,48,22,83000,91345,2,2400,"Graduate",0,"0","0","0","1","0"
2314,58,32,54000,94035,3,300,"Graduate",0,"0","0","0","1","1"
2315,27,2,112000,94501,4,1800,"Advanced/Professional",0,"0","1","0","1","0"
2316,52,26,182000,95818,2,1400,"Graduate",0,"1","0","0","1","0"
2317,54,30,112000,94920,2,6800,"Undergrad",0,"0","0","0","1","0"
2318,31,5,129000,95814,3,5900,"Advanced/Professional",319000,"1","1","1","0","1"
2319,60,34,23000,94803,1,800,"Graduate",112000,"0","0","0","1","0"
2320,34,9,198000,95819,2,3000,"Undergrad",422000,"0","0","0","1","0"
2321,46,22,84000,92692,4,2000,"Advanced/Professional",0,"0","0","0","1","0"
2322,41,15,39000,91380,3,500,"Advanced/Professional",0,"0","0","0","0","0"
2323,62,37,129000,94143,1,1300,"Undergrad",0,"0","0","0","1","0"
2324,31,7,113000,94542,2,2000,"Graduate",315000,"0","0","0","0","0"
2325,41,11,35000,93107,1,750,"Advanced/Professional",114000,"0","0","0","1","0"
2326,55,30,85000,94591,1,100,"Advanced/Professional",0,"0","0","0","0","0"
2327,45,19,73000,94086,4,2900,"Undergrad",0,"0","0","0","0","0"
2328,51,25,70000,90095,1,800,"Advanced/Professional",0,"0","1","0","1","0"
2329,27,2,130000,92182,3,4400,"Undergrad",192000,"1","0","0","1","0"
2330,30,4,39000,94022,1,1500,"Undergrad",0,"0","0","0","1","0"
2331,31,5,72000,95133,4,1800,"Graduate",242000,"0","0","0","1","1"
2332,61,37,68000,90245,4,2300,"Advanced/Professional",0,"0","0","0","0","0"
2333,40,16,35000,94022,1,1400,"Advanced/Professional",0,"0","0","0","1","1"
2334,45,21,61000,95812,3,700,"Undergrad",0,"0","1","1","1","1"
2335,45,21,69000,90025,4,1900,"Undergrad",0,"0","0","0","0","0"
2336,37,13,59000,93907,1,3600,"Graduate",0,"0","0","0","0","0"
2337,34,8,99000,93460,2,4500,"Advanced/Professional",217000,"0","0","0","0","0"
2338,43,16,201000,95054,1,10000,"Graduate",0,"1","0","0","0","1"
2339,42,18,130000,94611,2,7500,"Undergrad",0,"0","0","0","0","1"
2340,56,31,72000,90095,3,2000,"Graduate",0,"0","0","0","0","0"
2341,33,9,44000,94112,1,1200,"Undergrad",0,"0","0","0","0","0"
2342,36,10,91000,92028,1,1500,"Advanced/Professional",289000,"0","0","0","1","0"
2343,62,37,92000,94608,3,500,"Undergrad",310000,"0","0","0","1","0"
2344,58,34,55000,90032,1,800,"Undergrad",168000,"0","0","0","1","1"
2345,65,40,20000,94608,3,500,"Undergrad",102000,"0","0","0","1","1"
2346,65,40,89000,90291,1,4100,"Undergrad",299000,"1","0","1","1","0"
2347,52,26,59000,92660,2,1500,"Graduate",239000,"0","0","0","0","1"
2348,64,39,8000,92104,3,100,"Advanced/Professional",87000,"0","0","0","0","1"
2349,51,25,85000,94015,4,4900,"Undergrad",0,"0","0","0","1","1"
2350,59,35,94000,94610,1,4300,"Undergrad",76000,"0","1","1","1","0"
2351,52,28,22000,91711,2,400,"Undergrad",0,"0","0","0","1","1"
2352,55,31,74000,94611,2,3200,"Advanced/Professional",0,"0","0","0","1","1"
2353,46,19,59000,93555,3,2670,"Graduate",0,"0","0","0","0","0"
2354,61,36,12000,93023,4,600,"Graduate",0,"0","0","0","1","1"
2355,35,9,8000,94043,1,400,"Graduate",0,"0","0","0","1","0"
2356,56,31,74000,94920,3,1600,"Advanced/Professional",0,"0","0","0","1","1"
2357,31,5,184000,92064,4,3400,"Graduate",0,"1","0","1","1","1"
2358,44,19,34000,95005,4,0,"Graduate",0,"0","0","0","0","0"
2359,53,27,63000,93109,2,800,"Advanced/Professional",0,"0","1","0","1","0"
2360,36,12,123000,95060,2,5600,"Graduate",0,"1","0","1","1","1"
2361,27,1,85000,93302,2,1600,"Advanced/Professional",0,"0","0","0","0","0"
2362,36,12,109000,94928,3,500,"Advanced/Professional",0,"1","1","1","1","0"
2363,40,15,31000,94720,1,600,"Advanced/Professional",0,"0","0","0","1","0"
2364,39,13,61000,90095,2,2400,"Graduate",90000,"0","0","0","1","0"
2365,59,35,88000,94923,2,1600,"Undergrad",0,"0","0","0","0","1"
2366,43,18,22000,91311,2,300,"Graduate",0,"0","0","0","0","0"
2367,30,4,63000,95008,4,2200,"Graduate",0,"0","1","0","1","0"
2368,26,1,80000,95616,4,200,"Undergrad",0,"0","0","0","1","1"
2369,48,22,78000,94588,3,2100,"Undergrad",0,"0","0","0","1","1"
2370,50,24,45000,94005,4,100,"Undergrad",93000,"0","0","0","1","0"
2371,33,7,51000,94040,4,2100,"Advanced/Professional",0,"0","0","0","0","1"
2372,32,6,111000,95014,2,1500,"Advanced/Professional",0,"0","0","0","0","0"
2373,34,10,45000,93943,3,2800,"Undergrad",153000,"0","0","0","1","1"
2374,33,9,184000,94304,2,4800,"Graduate",0,"1","0","0","0","0"
2375,32,5,41000,92008,2,1000,"Graduate",112000,"0","1","0","1","0"
2376,55,30,69000,91007,4,1300,"Advanced/Professional",0,"0","1","1","1","1"
2377,58,33,23000,91768,3,200,"Undergrad",0,"0","0","0","0","0"
2378,47,23,160000,92037,2,6670,"Undergrad",0,"0","0","0","0","0"
2379,30,5,61000,95605,1,800,"Graduate",251000,"0","1","1","1","0"
2380,42,18,110000,94720,2,6100,"Undergrad",182000,"0","0","0","1","0"
2381,40,16,50000,92606,2,600,"Advanced/Professional",0,"0","0","0","0","0"
2382,33,9,49000,94928,1,2400,"Graduate",0,"0","0","0","1","0"
2383,46,20,185000,94131,4,7500,"Graduate",428000,"1","0","0","0","1"
2384,63,39,52000,90033,2,1100,"Undergrad",0,"0","0","0","1","1"
2385,62,37,53000,92028,2,2800,"Undergrad",0,"0","0","0","1","0"
2386,43,17,125000,94720,4,3500,"Graduate",0,"1","0","0","0","0"
2387,31,5,72000,94542,3,1600,"Undergrad",0,"0","0","0","1","0"
2388,28,2,51000,94720,4,1800,"Advanced/Professional",0,"0","0","0","0","1"
2389,64,39,23000,91768,3,500,"Undergrad",0,"0","1","0","0","0"
2390,27,1,41000,90033,1,1900,"Advanced/Professional",0,"0","0","0","0","1"
2391,33,9,41000,95814,3,2000,"Undergrad",108000,"0","0","0","1","0"
2392,39,12,138000,92697,1,4670,"Graduate",0,"1","0","0","1","0"
2393,44,20,138000,94143,2,3300,"Undergrad",0,"0","0","0","0","1"
2394,53,28,14000,94005,4,800,"Undergrad",0,"0","0","0","1","1"
2395,42,18,145000,94065,2,8000,"Undergrad",505000,"0","0","0","0","0"
2396,44,17,25000,95064,3,1000,"Graduate",0,"0","0","0","0","1"
2397,34,10,43000,95014,1,1700,"Undergrad",142000,"0","0","0","0","1"
2398,47,22,93000,90266,1,200,"Graduate",309000,"0","0","0","1","0"
2399,53,29,90000,95053,2,300,"Undergrad",217000,"0","1","0","0","1"
2400,62,36,41000,90245,2,1000,"Advanced/Professional",154000,"0","1","0","1","0"
2401,61,36,169000,91380,2,6100,"Advanced/Professional",106000,"1","0","1","1","1"
2402,42,17,63000,95814,2,2200,"Advanced/Professional",0,"0","0","0","1","0"
2403,48,21,23000,94720,3,670,"Graduate",95000,"0","0","0","0","0"
2404,38,13,140000,90210,4,500,"Undergrad",0,"1","0","0","0","0"
2405,41,15,75000,95010,1,1500,"Advanced/Professional",0,"0","0","0","1","0"
2406,57,32,13000,94588,4,900,"Graduate",78000,"0","1","0","1","0"
2407,31,7,10000,92354,1,500,"Advanced/Professional",81000,"0","0","0","1","0"
2408,39,15,1e+05,94720,1,800,"Graduate",0,"0","0","0","1","0"
2409,48,22,85000,94105,3,1100,"Undergrad",203000,"0","0","0","1","0"
2410,55,31,73000,95207,3,2670,"Undergrad",219000,"0","0","0","1","0"
2411,29,4,130000,92630,2,6700,"Undergrad",0,"0","0","0","0","1"
2412,47,22,65000,91330,3,2700,"Graduate",0,"0","0","0","1","0"
2413,61,36,59000,93118,4,1700,"Undergrad",148000,"0","0","0","0","0"
2414,60,34,31000,91007,2,1000,"Advanced/Professional",0,"0","0","0","0","0"
2415,34,10,134000,91775,1,4000,"Undergrad",0,"0","0","0","0","0"
2416,45,21,11000,94143,4,200,"Undergrad",106000,"0","0","0","1","1"
2417,60,35,32000,93611,1,300,"Advanced/Professional",80000,"0","0","0","1","0"
2418,25,0,53000,90095,2,1600,"Advanced/Professional",0,"0","0","0","1","1"
2419,41,17,28000,95616,1,700,"Undergrad",0,"0","0","0","0","1"
2420,63,37,44000,94550,2,1000,"Advanced/Professional",0,"0","0","0","1","0"
2421,63,39,40000,91304,1,800,"Undergrad",118000,"0","0","0","0","1"
2422,43,19,40000,94949,3,600,"Graduate",0,"0","0","0","1","0"
2423,58,32,163000,95014,2,500,"Undergrad",4e+05,"0","0","0","0","0"
2424,50,25,82000,91335,1,1300,"Advanced/Professional",0,"0","0","0","1","0"
2425,38,12,89000,94583,4,1400,"Graduate",0,"0","0","0","0","0"
2426,54,30,78000,92507,4,1600,"Graduate",0,"0","0","0","1","1"
2427,61,36,55000,94132,3,900,"Advanced/Professional",197000,"0","0","0","0","0"
2428,29,5,34000,92675,4,400,"Graduate",0,"0","0","0","1","0"
2429,39,12,108000,92717,4,3670,"Graduate",301000,"1","0","0","0","1"
2430,33,7,58000,95616,4,2200,"Graduate",0,"0","0","0","1","1"
2431,23,0,73000,92120,4,2600,"Undergrad",0,"0","0","0","1","0"
2432,56,31,54000,91380,4,2100,"Undergrad",0,"0","0","0","1","0"
2433,54,30,45000,92182,4,900,"Graduate",0,"0","0","0","0","1"
2434,37,11,123000,94720,1,2300,"Graduate",0,"1","1","1","1","0"
2435,38,12,93000,95616,1,5200,"Undergrad",267000,"0","0","0","1","0"
2436,34,9,102000,92115,4,2200,"Graduate",0,"0","0","0","1","0"
2437,53,29,39000,92626,3,1500,"Undergrad",0,"0","0","0","1","0"
2438,65,40,114000,94608,4,3400,"Graduate",0,"0","0","0","0","1"
2439,62,37,29000,91030,1,300,"Advanced/Professional",0,"0","0","0","0","1"
2440,51,25,30000,91116,3,600,"Graduate",144000,"0","0","0","0","1"
2441,31,5,22000,91401,1,600,"Advanced/Professional",0,"0","0","0","0","0"
2442,64,38,38000,94305,2,300,"Undergrad",186000,"0","0","0","1","1"
2443,39,15,41000,90028,2,1700,"Undergrad",0,"0","0","0","0","0"
2444,28,3,161000,92646,4,1700,"Advanced/Professional",422000,"1","0","1","1","1"
2445,60,35,38000,94701,3,500,"Graduate",0,"0","0","0","1","1"
2446,47,23,25000,93106,1,900,"Advanced/Professional",0,"0","0","0","1","0"
2447,25,1,70000,93010,4,2600,"Undergrad",218000,"0","0","0","1","0"
2448,44,19,201000,95819,2,8800,"Undergrad",0,"0","0","0","1","1"
2449,51,26,42000,92103,2,600,"Advanced/Professional",0,"0","0","0","1","1"
2450,31,7,64000,94720,1,1200,"Undergrad",0,"0","0","0","1","0"
2451,32,7,28000,90034,4,1100,"Advanced/Professional",0,"0","0","0","0","0"
2452,51,25,119000,93940,1,4900,"Undergrad",208000,"0","0","0","1","1"
2453,25,1,28000,94596,1,1000,"Advanced/Professional",0,"0","0","0","1","0"
2454,43,19,60000,94104,3,2100,"Advanced/Professional",0,"0","0","0","1","0"
2455,54,29,23000,93955,1,1500,"Graduate",0,"0","0","0","0","0"
2456,34,8,164000,94720,4,7400,"Advanced/Professional",0,"1","0","0","1","0"
2457,54,30,39000,95211,2,800,"Undergrad",0,"0","0","0","0","1"
2458,42,17,19000,92115,2,0,"Advanced/Professional",85000,"0","0","0","1","1"
2459,46,20,72000,93108,2,800,"Advanced/Professional",0,"0","0","0","1","1"
2460,62,37,41000,95060,3,900,"Advanced/Professional",0,"0","0","0","1","1"
2461,31,5,32000,92123,2,300,"Graduate",130000,"0","0","0","1","0"
2462,30,5,69000,94302,1,800,"Graduate",0,"0","0","0","1","0"
2463,52,28,23000,95828,3,400,"Undergrad",0,"0","0","0","1","0"
2464,35,9,44000,92009,4,200,"Undergrad",0,"0","0","0","1","0"
2465,60,36,32000,92407,3,400,"Graduate",165000,"0","0","0","1","0"
2466,58,34,25000,90059,2,300,"Undergrad",123000,"0","0","0","1","0"
2467,24,0,80000,94105,2,1600,"Advanced/Professional",0,"0","0","0","1","0"
2468,40,16,83000,92350,1,800,"Graduate",230000,"0","1","0","1","0"
2469,49,23,133000,94304,1,7300,"Undergrad",0,"0","0","0","1","1"
2470,43,18,89000,92780,1,100,"Graduate",307000,"0","0","0","0","1"
2471,33,7,81000,92122,2,4500,"Advanced/Professional",187000,"0","0","1","1","1"
2472,36,11,44000,91040,2,1100,"Graduate",85000,"0","0","0","1","0"
2473,62,36,119000,94720,2,2000,"Undergrad",0,"0","0","0","0","0"
2474,57,32,39000,92182,4,900,"Undergrad",147000,"0","0","0","0","0"
2475,64,38,40000,92122,2,1000,"Advanced/Professional",0,"0","0","0","0","0"
2476,52,26,79000,95817,3,800,"Undergrad",183000,"0","0","0","0","0"
2477,54,28,30000,95616,4,700,"Graduate",0,"0","0","0","1","0"
2478,40,14,179000,90025,1,2600,"Advanced/Professional",0,"1","0","0","1","0"
2479,30,5,178000,94063,2,6700,"Undergrad",0,"0","0","0","0","0"
2480,55,30,82000,94720,4,3800,"Graduate",0,"0","0","0","1","0"
2481,39,13,50000,91768,2,2400,"Graduate",0,"0","0","0","0","0"
2482,55,30,64000,94306,2,1900,"Graduate",0,"0","0","0","0","0"
2483,28,4,129000,92115,1,1500,"Undergrad",0,"0","0","0","0","1"
2484,44,18,68000,93943,4,2900,"Undergrad",0,"0","1","0","0","0"
2485,46,21,30000,92697,1,1400,"Advanced/Professional",112000,"0","1","0","0","0"
2486,61,36,48000,94025,3,1500,"Undergrad",0,"0","0","0","0","1"
2487,61,36,130000,92717,1,1300,"Undergrad",257000,"0","0","0","0","0"
2488,45,20,40000,92886,1,500,"Advanced/Professional",0,"0","1","0","1","0"
2489,38,14,105000,94708,2,1900,"Undergrad",0,"0","0","0","1","0"
2490,29,3,41000,92626,4,200,"Undergrad",0,"0","0","0","1","0"
2491,52,28,168000,90404,3,6500,"Advanced/Professional",118000,"1","0","0","1","0"
2492,38,14,80000,92868,2,2700,"Undergrad",0,"0","0","0","1","0"
2493,28,3,134000,96091,2,3100,"Undergrad",0,"0","0","0","1","0"
2494,34,9,49000,94025,1,2500,"Advanced/Professional",0,"0","0","0","0","0"
2495,35,9,63000,92697,2,1800,"Undergrad",0,"0","0","0","1","0"
2496,46,22,70000,94701,4,1900,"Undergrad",212000,"0","0","0","0","1"
2497,63,37,32000,93117,3,700,"Graduate",141000,"0","0","0","0","0"
2498,33,9,14000,95133,3,900,"Advanced/Professional",114000,"0","0","0","0","0"
2499,38,14,111000,92028,2,6100,"Undergrad",326000,"0","0","0","0","0"
2500,53,27,38000,94105,4,2800,"Graduate",144000,"0","1","0","1","0"
2501,28,2,121000,92096,2,2000,"Undergrad",341000,"0","0","0","1","0"
2502,44,18,90000,95616,4,2600,"Advanced/Professional",0,"0","0","0","1","0"
2503,58,31,178000,92009,2,6000,"Graduate",0,"1","0","0","1","0"
2504,38,14,20000,94024,4,400,"Graduate",79000,"0","0","0","1","1"
2505,48,24,61000,91380,2,1700,"Undergrad",229000,"0","0","0","0","1"
2506,33,7,43000,96064,4,800,"Undergrad",0,"0","0","0","0","0"
2507,66,42,39000,94590,1,1900,"Graduate",0,"0","0","0","1","1"
2508,59,34,60000,90048,4,2100,"Undergrad",234000,"0","0","0","1","1"
2509,40,15,63000,93407,3,3000,"Undergrad",0,"0","1","0","1","0"
2510,36,11,8000,93401,4,200,"Advanced/Professional",81000,"0","0","0","0","1"
2511,62,38,52000,95616,4,1300,"Graduate",0,"0","0","0","1","1"
2512,51,27,92000,92121,4,3000,"Undergrad",0,"1","0","1","1","1"
2513,58,32,111000,90212,2,1400,"Undergrad",298000,"0","0","0","1","0"
2514,52,26,71000,92037,1,1400,"Advanced/Professional",0,"0","0","0","0","0"
2515,41,16,25000,92182,2,100,"Graduate",91000,"0","1","0","0","0"
2516,31,5,34000,94558,1,1900,"Advanced/Professional",156000,"0","0","0","1","0"
2517,28,3,74000,94720,3,2600,"Advanced/Professional",0,"0","0","0","0","0"
2518,57,31,120000,95616,2,2000,"Undergrad",0,"0","0","0","0","1"
2519,61,37,50000,95125,4,1300,"Graduate",0,"0","0","0","0","1"
2520,60,36,10000,92121,2,1000,"Undergrad",0,"0","0","0","1","1"
2521,56,29,45000,90095,4,2500,"Graduate",113000,"0","0","0","1","0"
2522,49,23,29000,94551,4,1800,"Undergrad",0,"0","0","0","1","1"
2523,63,37,145000,94025,2,6900,"Undergrad",0,"0","0","0","1","0"
2524,49,23,1e+05,95403,2,6300,"Undergrad",0,"0","0","0","0","0"
2525,49,25,24000,95678,3,400,"Undergrad",0,"0","0","0","1","0"
2526,32,8,60000,95816,1,1200,"Undergrad",0,"0","0","0","1","1"
2527,26,1,50000,95616,4,600,"Graduate",0,"0","0","0","0","0"
2528,27,1,43000,95120,3,1100,"Graduate",0,"0","0","0","0","0"
2529,57,31,79000,91335,3,4400,"Undergrad",0,"0","0","0","0","1"
2530,29,5,44000,95819,3,100,"Graduate",0,"0","0","0","1","1"
2531,56,30,31000,90024,4,1500,"Advanced/Professional",0,"0","0","0","1","0"
2532,59,35,14000,94305,2,1000,"Undergrad",107000,"0","0","0","1","0"
2533,53,28,19000,94608,4,800,"Undergrad",106000,"0","0","0","0","1"
2534,54,29,111000,93023,1,1100,"Graduate",0,"1","0","0","1","0"
2535,56,30,90000,94402,1,1900,"Graduate",0,"0","0","0","1","0"
2536,50,25,21000,90274,2,700,"Advanced/Professional",129000,"0","0","0","0","0"
2537,51,25,104000,94949,1,4200,"Graduate",0,"1","0","0","1","0"
2538,53,27,75000,94303,1,1900,"Graduate",0,"0","0","0","1","0"
2539,37,12,175000,92037,2,7800,"Undergrad",297000,"0","0","0","1","1"
2540,32,7,98000,95929,1,4200,"Undergrad",171000,"1","1","1","0","0"
2541,49,23,41000,95521,4,100,"Undergrad",153000,"0","0","0","1","0"
2542,34,8,171000,90212,2,2200,"Graduate",569000,"1","0","0","1","0"
2543,54,30,79000,92630,4,1600,"Graduate",0,"0","0","0","1","0"
2544,64,39,24000,94117,4,600,"Graduate",0,"0","0","0","0","0"
2545,58,34,90000,95039,1,3600,"Graduate",0,"1","0","0","0","0"
2546,25,1,39000,94720,3,2400,"Graduate",0,"0","0","0","1","0"
2547,50,25,9000,91911,2,0,"Undergrad",0,"0","1","0","0","0"
2548,38,13,15000,90245,2,100,"Graduate",90000,"0","0","0","1","0"
2549,48,24,80000,91343,1,2700,"Undergrad",0,"0","0","0","1","0"
2550,41,15,63000,95060,1,700,"Advanced/Professional",79000,"0","0","0","0","1"
2551,32,8,20000,93106,1,500,"Advanced/Professional",102000,"0","0","0","1","0"
2552,46,22,43000,92120,2,2100,"Advanced/Professional",0,"0","1","1","1","1"
2553,39,15,65000,95822,1,1500,"Advanced/Professional",0,"0","0","0","0","0"
2554,39,15,91000,93907,2,1700,"Graduate",151000,"0","0","0","0","0"
2555,63,39,53000,93940,1,800,"Undergrad",0,"0","0","0","0","0"
2556,58,32,110000,94143,3,1700,"Graduate",0,"0","0","0","0","0"
2557,28,4,82000,92831,3,1500,"Undergrad",103000,"0","0","0","1","0"
2558,36,11,23000,94553,4,200,"Advanced/Professional",0,"0","0","0","1","0"
2559,43,19,172000,95136,2,6670,"Undergrad",0,"0","0","0","1","0"
2560,36,12,88000,90212,2,2700,"Undergrad",0,"0","0","0","1","0"
2561,44,18,71000,93943,2,800,"Advanced/Professional",0,"0","0","0","1","0"
2562,31,5,180000,94720,1,2900,"Advanced/Professional",144000,"1","1","0","0","0"
2563,45,21,39000,92521,2,2100,"Advanced/Professional",184000,"0","0","0","0","1"
2564,39,13,94000,90401,1,1500,"Advanced/Professional",0,"0","0","0","0","1"
2565,43,16,25000,94126,3,1000,"Graduate",0,"0","0","0","1","0"
2566,40,15,10000,94708,2,0,"Advanced/Professional",102000,"0","0","0","1","0"
2567,30,5,42000,94305,1,1000,"Undergrad",184000,"0","0","0","0","0"
2568,58,33,142000,92333,2,3900,"Undergrad",0,"0","0","0","0","1"
2569,46,21,34000,92373,2,1300,"Undergrad",0,"0","0","0","1","0"
2570,35,10,139000,90024,1,4600,"Undergrad",0,"0","0","0","0","0"
2571,30,4,154000,95621,2,4500,"Undergrad",207000,"0","0","0","1","0"
2572,34,8,40000,91768,2,2000,"Advanced/Professional",89000,"0","0","0","0","0"
2573,62,32,33000,93907,1,1500,"Advanced/Professional",140000,"0","0","0","1","1"
2574,58,34,80000,90095,2,1600,"Undergrad",0,"0","0","0","1","1"
2575,45,18,10000,92037,3,670,"Graduate",1e+05,"0","0","0","1","0"
2576,42,16,41000,90401,3,500,"Advanced/Professional",0,"0","0","0","1","0"
2577,60,36,30000,93711,4,1300,"Undergrad",118000,"0","0","0","1","1"
2578,55,29,78000,95521,1,800,"Advanced/Professional",190000,"0","0","0","1","0"
2579,45,21,164000,90638,1,5000,"Undergrad",0,"0","0","0","0","1"
2580,52,27,23000,92780,1,400,"Advanced/Professional",0,"0","0","0","0","0"
2581,31,7,149000,92624,1,6000,"Undergrad",0,"0","0","0","0","0"
2582,60,34,25000,94132,4,700,"Advanced/Professional",0,"0","0","0","1","0"
2583,33,9,42000,95010,1,2100,"Advanced/Professional",0,"0","0","0","1","0"
2584,37,11,71000,91302,1,2500,"Undergrad",185000,"0","0","0","1","1"
2585,59,34,114000,94606,3,4200,"Graduate",0,"1","0","0","1","0"
2586,51,26,70000,91320,1,2800,"Graduate",0,"0","0","0","1","1"
2587,47,23,149000,92675,4,6100,"Undergrad",0,"1","0","0","0","1"
2588,60,33,55000,94998,4,2500,"Graduate",0,"0","0","0","1","0"
2589,61,36,29000,93065,1,1300,"Undergrad",0,"0","0","0","0","0"
2590,64,40,123000,90840,1,3800,"Undergrad",0,"0","0","0","1","1"
2591,46,20,152000,95814,1,7400,"Advanced/Professional",374000,"1","0","1","1","1"
2592,31,7,8000,95131,4,700,"Graduate",0,"0","0","0","0","0"
2593,57,32,69000,94710,4,700,"Undergrad",245000,"0","0","0","0","0"
2594,48,23,161000,96003,4,7900,"Advanced/Professional",310000,"1","0","0","0","0"
2595,48,23,79000,94024,1,200,"Graduate",0,"0","0","0","0","0"
2596,35,10,105000,92780,1,4600,"Undergrad",0,"0","0","0","0","0"
2597,33,8,39000,95032,3,2300,"Undergrad",0,"0","0","0","0","0"
2598,47,23,163000,92653,1,5000,"Undergrad",0,"0","0","0","0","0"
2599,46,20,9000,94005,1,200,"Undergrad",0,"0","0","0","1","0"
2600,44,20,71000,91006,4,2000,"Advanced/Professional",0,"0","0","0","0","1"
2601,42,18,51000,92868,3,2100,"Advanced/Professional",0,"0","0","0","0","0"
